,,,,DOADOR SAUDAVEL,DOADOR SAUDAVEL,DOADOR SAUDAVEL,DOADOR SAUDAVEL,DOADOR SAUDAVEL,INFECCAO VIRAL,INFECCAO VIRAL,INFECCAO VIRAL,INFECCAO VIRAL,INFECCAO VIRAL,INFECCAO VIRAL,INFECCAO VIRAL,INFECCAO VIRAL,INFECCAO VIRAL,INFECCAO BACTERIANA,INFECCAO BACTERIANA,INFECCAO VIRAL,INFECCAO BACTERIANA,INFECCAO BACTERIANA,INFECCAO BACTERIANA,INFECCAO BACTERIANA,INFECCAO BACTERIANA,INFECCAO BACTERIANA,INFECCAO BACTERIANA,INFECCAO BACTERIANA
Selenomonas sp. oral taxon 478,712538,Selenomonas,No,4.86614501734052,,,,,,0.00978941716570094,0.0200002647004877,,,,0.00328938636581578,,,0.171147166576774,0.0310036460316886,,,0.00511716355110089,0.0129779587533411,,4.76735915297433,13.2554863030437,,
Streptobacillus hongkongensis,1162717,Streptobacillus,No,,,,,,,,,,,,,0.0176140811172091,1.63579504616932,,0.00295272598994921,,,,,,,,,
Streptococcus australis,113107,Streptococcus,No,0.00504131858483143,,0.0069452243424486,0.00310870349293706,,1.2021483333715,0.00464368890228317,,0.00284675092590978,,0.00465086846565604,0.00227727168234254,0.00300729710192781,,,0.00590547511712036,,0.00210101958276272,0.00646378311649028,,,0.00455230500730556,0.0162558876014008,0.0116150963979134,
Streptococcus dysgalactiae,1334,Streptococcus,Yes,,,,,,,,,,,,,,,8.60112073677282,,0.00259581663221161,0.00210101958276272,,,,,,15.660056518337,
Streptococcus mitis,28037,Streptococcus,Yes,11.0406430926623,9.91874791874745,,2.13527498580647,,1.65102701349691,3.35200119007588,5.20292977020798,10.6222039122922,1.0471691765758,13.0558790393437,3.57885047396639,25.2486429449813,15.7741028584505,,7.75152464430365,,5.76169161402932,,2.11099221542076,,,,,
Streptococcus oralis,1303,Streptococcus,No,,,,,,,,,,,0.835607167297393,,,,,24.0101893271325,,1.98125840532195,6.8217190694447,,,,,,
Streptococcus pneumoniae,1313,Streptococcus,Yes,,1.41287971921726,,,,,,,3.06975829195613,,,,1.09100368239968,,,,,,,3.62422200762565,,,,,
Streptococcus pseudopneumoniae,257758,Streptococcus,No,0.0295477496309102,0.888349798199361,,0.0110831916021391,0.00596742761911172,0.00561095192093566,0.0106679276516159,1.86145429203844,0.00948918709149988,0.00274367684145156,0.435853620414916,0.00328938636581578,0.12587677678661,0.026658156200075,,0.139073907772935,10.6106944477236,0.00700338500377222,,,,0.0394009721270794,0.00541862920046693,0.0174226445968702,
Streptococcus salivarius,1304,Streptococcus,No,,,,,,,,,,,,,,,,,,,,,,7.67470716762642,7.16493364386613,,
Streptococcus suis,1307,Streptococcus,Yes,0.0100826538069093,0.00361518813157557,2.5007319085337,0.0877193292624174,0.00397828507940781,0.00701372148180147,0.00840883394946822,0.00571436134299648,0.0170805575708605,0.00274367684145156,1.15895176854575,0.00404847692659663,0.00386652484533576,0.00894452244911844,0.00426228728857794,,0.00454266880992343,0.00280134583824679,,0.0103823596532403,0.0224492451943708,0.0318661350511389,0.0472624075498576,0.0116150963979134,
Tobacco mosaic virus,12242,Tobamovirus,No,,,,,,,,0.00571436134299648,,,,,,,,,,,,,,,,,
Treponema sp. canine oral taxon 293,1151548,Treponema,No,,,,,,,,,,,,,1.09529894489018,0.442666269820526,,,,,,,,,0.0370274485035462,,
Treponema sp. OMZ 838,1539298,Treponema,No,,0.002629234134125,,,,0.0196383948845386,,0.117144750023217,0.0370079180830326,0.0237784731414375,0.0285696433352592,,0.00558498033215165,0.0038584173447477,0.0359015378411157,0.012992036002776,,,0.00430918874432685,0.00830588772259225,2.4918641328,1.71276322336909,0.961506103589688,0.101632093481743,
Treponema sp. oral taxon 237,712724,Treponema,No,,,,,,,,,2.09046432199316,,,,,,0.720981865287785,,,,,,,,0.211326569638973,,
uncultured Actinomyces sp.,249061,Actinomyces,No,0.233721701345715,0.137048345084719,0.0315895162522506,0.206255973387541,4.78190470967693,0.0154301704169595,1.33713320279747,0.011428722685993,0.108176777923114,0.049569008683068,0.056917826859367,0.90078443334266,0.048116753630845,5.73658573047666,0.00754096689100192,0.0732279192169588,0.0824170854046967,1.12054241692976,0.0837599578301293,1.10312410546841,0.258166258447759,0.0659299157015774,2.27973788470834,,0.136272100463722
uncultured Campylobacter sp.,218934,Campylobacter,No,0.00168044507402595,0.161697371077909,0.00336060993414698,0.00202741358501089,,,0.215868916683906,,0.034161115141721,,,0.0222665958072259,0.00322209527551442,,,,,0.0112054241692976,0.00538649359925959,0.0103823596532403,1.51532129268232,0.00392439583183731,,,
uncultured Catonella sp.,316097,Catonella,No,,,,,,,,,,,,,,,6.19637642079314,0.239467933390081,,,,,0.86990748518806,0.152109500648774,,,
uncultured Flexistipes sp.,274586,Flexistipes,No,,,,,3.49294008115625,,,,5.57964013724747,,,,,,,,,,,,,,,3.83878408920405,
uncultured Fusobacterium sp.,159267,Fusobacterium,No,0.00462121147563654,0.0157753519876722,0.0477203715599125,0.00743384981170658,0.0159131403176312,,0.0096638822985299,0.024286035707735,1.02198647792565,1.9183765811844,0.0522669052858425,0.0857769604776806,0.00579977850573826,0.00526147819738323,2.34851913535128,0.00915347833350887,0.0171972491508378,0.00770373166741154,0.0115809466675912,0.00415294386129612,0.0392861484463966,0.0262149159570854,2.26589011579872,0.037748980944682,2.31732555794004
uncultured Micrococcus sp.,114051,Micrococcus,No,,,,,0.00596742761911172,,,,,,0.00354351630202991,,,,,0.00324800321638852,0.0142769708842701,,,4.87245330972002,,,,,
uncultured Mobiluncus sp.,293425,Mobiluncus,No,,,,,3.91064884581052,,,,,,,,,,,0.00265747190073184,,,,0.331456836523092,,,,,
uncultured Peptococcus sp.,335458,Peptococcus,No,,,0.0116500722189007,0.00500095084710649,,0.0112219459493805,0.0274856289197355,,0.00284675092590978,0.014267106191541,0.00885879075507479,0.0463044332441133,,0.00350765213158882,1.90375988080347,0.00324800321638852,,0.00420203916552543,0.00457851879248555,,0.0336738065040516,0.00455230500730556,0.0255879832102795,0.0203263363478119,0.0615676448359143
uncultured Peptostreptococcus sp.,169971,Peptostreptococcus,No,,0.00394383359549489,0.00940966559613608,0.00148677528751539,,,,,,0.00676773472180195,,0.00632573041623549,0.00322209527551442,0.00263074861225856,1.55278346645847,0.00354328044282783,,,0.0118502767157499,0.0103823596532403,0.0336738065040516,0.986749629330792,0.00963312200313712,0.0174226445968702,
uncultured Porphyromonas sp.,159274,Porphyromonas,No,,0.00624440466000796,0.0734851080352424,0.0229773273375864,,0.652274792474752,0.00652627811046729,,,0.00512152415559531,0.00553676081813061,0.00733784509970873,,0.00438457467805297,0.00573768930424195,0.00442911212214575,,0.0182088091730699,0.0183141365207504,,,,0.00752587560180202,,
uncultured Prevotella sp.,159272,Prevotella,No,0.00546144233127273,0.0226770123641336,0.00627312044968012,0.0029735372620956,0.00994571269851953,,1.37829742718402,0.108572751353003,7.14535574726794,0.229004822758988,0.0108520352711755,0.00404847692659663,0.00923668947937004,0.219053684270912,0.603769012419726,0.160628775107453,0.0275804744938967,0.00280134583824679,0.6566131602331,1.54489482242486,,0.0302963621124683,0.188448008901599,0.0261338845467686,0.328856415545967
uncultured Rothia sp.,316088,Rothia,No,0.00168044507402595,0.023663107207125,0.087599380253685,0.0186522209576224,,,,,,,,2.36607026897337,,,,,,,,,,,0.0105362320066755,,2.29586869975132
uncultured Streptococcus sp.,83427,Streptococcus,No,0.0260467738680541,0.0614581278140142,0.778985510606234,0.00202741358501089,0.00795657015881562,0.0140274008560937,0.0343882780474336,,0.00474460221498358,0.00640190519449414,0.03698538169836,0.676346505932592,1.90898218529297,0.0184151832044083,0.0159016036826098,0.384741922527139,0.0665177239770709,0.0154074633348231,0.00673311316464898,0.0290706070290729,0.0224492451943708,0.0226045112278215,0.0174600239991975,,0.121296166413848
uncultured Treponema sp.,162155,Treponema,No,0.0862626253033798,0.0187331611629461,0.0235241489119561,0.00391966093918031,0.310306104797532,0.711191619321225,0.250884869067195,4.0786319729897,0.179345637763195,3.46964769305111,3.43698191805629,0.33627575397314,1.51739479289597,0.34304780765537,1.4431110667488,0.154723230578667,0.00551609489877934,0.012606097088421,0.0743335595215954,1.70997410205482,10.6802179517024,0.393852707462088,0.244440705837924,3.15349603688033,0.0564881855621931
Veillonella atypica,39777,Veillonella,No,0.270270404267552,0.119301102707838,0.0831186876352285,0.00473063169835874,,0.0406795172224338,1.36022467756684,,0.00189783395060652,0.00695062717877736,1.28319762662466,0.0174590283198485,0.0115995570114765,0.0329719300369349,0.0381965907302519,14.1601417898012,0.15737110017554,0.0049023654210095,0.00996499705404309,15.5470631490336,,28.0242262411312,5.40118464849086,,0.0309151703572865
Veillonella dispar,39778,Veillonella,No,19.6630624190787,0.114371332720585,0.30805440279173,0.0673100671202726,0.0119348552382234,0.0112219459493805,0.358568557997455,0.00571436134299648,0.00189783395060652,0.911448652612454,0.00310057012579263,0.213556871342889,0.00966630335107402,,0.567212180087632,0.310036460316886,0.125247833314357,0.00700338500377222,0.123619884695493,3.01607483619096,,0.568096043060957,4.34936446247102,0.0203263363478119,2.10617303090484
Veillonella nakazawae,2682456,Veillonella,No,6.57262738200407,0.0568570561077585,2.10306063769602,1.33471494193564,4.09962954123802,0.0098191763885147,0.196917556473261,0.00857154201449472,0.00189783395060652,0.0941993187474806,0.00332205649087837,4.76479644104085,6.24421813046942,0.00227998339909968,0.145901204253599,0.0295272598994921,,0.00420203916552543,1.6377598258762,0.0129779587533411,,0.0561974330263373,0.478344409150092,0.0145188704973918,0.773228427638442
Veillonella parvula,29466,Veillonella,Yes,0.25612708109118,0.00230057106451307,0.246443522233384,1.36742482366296,0.0477392238584782,0.0420822446757904,0.0632546236601346,0.0328576348041947,0.0958408052287694,5.13798648432416,0.0148384977494427,0.565014436531646,0.0483314291327163,0.0278857868782964,0.0163933980121199,0.0295272598994921,0.0146014325186262,0.0210101958276272,2.17344440799412,0.0462014728965472,,0.144260818529617,2.08557015857049,0.101632093481743,0.17620767248935
Veillonella sp.,1926307,Veillonella,No,0.0121832059901301,,,,,,,,,,,0.0149287325148135,,,,,,,,0.00752721534199458,,0.00361044124410319,0.0219755740168893,,2.16336106652381
Shewanella putrefaciens,24,Shewanella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas aeruginosa,287,Pseudomonas,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas fluorescens,294,Pseudomonas,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Stutzerimonas stutzeri,316,Stutzerimonas,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ralstonia pickettii,329,Ralstonia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Burkholderia glumae,337,Burkholderia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Legionella longbeachae,450,Legionella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Legionella feeleii,453,Legionella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Legionella maceachernii,466,Legionella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter baumannii,470,Acinetobacter,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Neisseria lactamica,486,Neisseria,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Kingella kingae,504,Kingella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Bordetella bronchiseptica,518,Bordetella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Bordetella parapertussis,519,Bordetella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Brucella anthropi,529,Brucella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Chromobacterium violaceum,536,Chromobacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Eikenella corrodens,539,Eikenella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Citrobacter koseri,545,Citrobacter,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Citrobacter freundii,546,Citrobacter,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Pantoea agglomerans,549,Pantoea,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Hafnia alvei,569,Hafnia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Klebsiella oxytoca,571,Klebsiella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Raoultella planticola,575,Raoultella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Proteus vulgaris,585,Proteus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Providencia stuartii,588,Providencia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Serratia marcescens,615,Serratia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas sobria,646,Aeromonas,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Pediococcus acidilactici,1254,Pediococcus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Kytococcus sedentarius,1276,Kytococcus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus faecium,1352,Enterococcus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus thuringiensis,1428,Bacillus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Schaalia meyeri,1655,Schaalia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Actinomyces israelii,1659,Actinomyces,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium pseudotuberculosis,1719,Corynebacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Eubacterium limosum,1736,Eubacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Mycobacterium kansasii,1768,Mycobacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Mycobacteroides chelonae,1774,Mycobacteroides,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Mycobacterium gordonae,1778,Mycobacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Mycobacterium scrofulaceum,1783,Mycobacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Mycobacterium szulgai,1787,Mycobacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Nocardia otitidiscaviarum,1823,Nocardia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Gordonia bronchialis,2054,Gordonia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Cardiobacterium hominis,2718,Cardiobacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Sphingomonas paucimobilis,13689,Sphingomonas,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Legionella anisa,28082,Legionella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Legionella wadsworthii,28088,Legionella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter lwoffii,28090,Acinetobacter,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Burkholderia gladioli,28095,Burkholderia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Prevotella buccae,28126,Prevotella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Cronobacter sakazakii,28141,Cronobacter,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Gemella morbillorum,29391,Gemella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Dolosigranulum pigrum,29394,Dolosigranulum,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Achromobacter denitrificans,32002,Acinetobacter,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Eubacterium brachy,35517,Eubacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Eubacterium nodatum,35518,Eubacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Bordetella holmesii,35814,Bordetella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Mycobacteroides abscessus ,36809,Mycobacteroides,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Mycobacterium avium complex sp.,37162,Mycobacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Nocardia farcinica,37329,Nocardia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Nocardia nova,37330,Nocardia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Nocardia transvalensis,37333,Nocardia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium pseudodiphtheriticum,37637,Corynebacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium jeikeium,38289,Corynebacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Dialister pneumosintes,39950,Dialister,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Stenotrophomonas maltophilia,40324,Stenotrophomonas,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Leptotrichia buccalis,40542,Leptotrichia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Prescottella equi,43767,Prescottella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium propinquum,43769,Corynebacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium striatum,43770,Corynebacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Tsukamurella pulmonis,47312,Tsukamurella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter pittii,48296,Acinetobacter,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Actinomyces meyeri,52773,Actinomyces,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Raoultella ornithinolytica,54291,Raoultella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Tsukamurella tyrosinosolvens,57704,Tsukamurella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Burkholderia thailandensis,57975,Burkholderia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium ulcerans,65058,Corynebacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus constellatus,76860,Streptococcus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Delftia acidovorans,80866,Delftia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Mycobacteroides immunogenum,83262,Mycobacteroides,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Leclercia adecarboxylata,83655,Leclercia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Slackia exigua,84109,Slackia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Williamsia muralis,85044,Williamsia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Burkholderia cepacia complex,87882,Burkholderia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Pandoraea pulmonicola,93221,Pandoraea,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Bordetella petrii,94624,Bordetella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Nocardia beijingensis,95162,Nocardia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Proteus penneri,102862,Proteus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Bordetella hinzii,103855,Bordetella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter nosocomialis,106654,Acinetobacter,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Nocardia abscessus,120957,Nocardia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Nocardia veterana,132249,Nocardia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ureaplasma parvum,134821,Ureaplasma,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Nocardia cyriacigeorgica,135487,Nocardia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Cardiobacterium valvarum,194702,Cardiobacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Nocardia arthritidis,228602,Nocardia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Mycobacterium parascrofulaceum,240125,Mycobacterium,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Klebsiella variicola,244366,Klebsiella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Haemophilus pittmaniae,249188,Haemophilus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Gordonia araii,263909,Gordonia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Enterobacter cloacae complex,354276,Enterobacter,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Hoylesella pleuritidis,407975,Hoylesella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Klebsiella quasipneumoniae,1463165,Klebsiella,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Cytomegalovirus,10358,Cytomegalovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Human parvovirus B19,10798,Erythroparvovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Rubella virus,11041,Rubivirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Human coronavirus 229E,11137,Alphacoronavirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Coxsackievirus B1,12071,Enterovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Coxsackievirus B3,12072,Enterovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Coxsackievirus B4,12073,Enterovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Coxsackievirus B5,12074,Enterovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Human coronavirus OC43,31631,Alphacoronavirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Enterovirus A71,39054,Enterovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Enterovirus D68,42789,Enterovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Coxsackievirus B6,74561,Enterovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Coxsackievirus B2,82632,Enterovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Human mastadenovirus B,108098,Mastadenovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Human mastadenovirus C,129951,Mastadenovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Human mastadenovirus E,130308,Mastadenovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Rhinovirus B,147712,Enterovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Human coronavirus NL63,277944,Alphacoronavirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Human coronavirus HKU1,290028,Alphacoronavirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Human bocavirus 1,689403,Bocaparvovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory syncytial virus type A,1439707,Orthopneumovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory syncytial virus type B,1615611,Orthopneumovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Parechovirus A,1803956,Parechovirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Human orthorubulavirus 2,2560525,Orthorubulavirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Human orthorubulavirus 4,2560526,Orthorubulavirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalian orthorubulavirus 5,2560580,Orthorubulavirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Mumps orthorubulavirus,2560602,Orthorubulavirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Severe acute respiratory syndrome coronavirus 2,2697049,Betacoronavirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Severe acute respiratory syndrome coronavirus,2901879,Betacoronavirus,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
