"","species","unique_genus_with_pathogen_00","unique_genus_non_pathogen_03","unique_genus_non_pathogen_02","unique_genus_non_pathogen_01","unique_family_with_pathogen_04","unique_family_with_pathogen_03","unique_family_with_pathogen_02","unique_family_with_pathogen_01","unique_family_non_pathogen_04","unique_family_non_pathogen_03","unique_family_non_pathogen_02","unique_family_non_pathogen_01","unique_family_non_pathogen_00","throat_with_pathogen_04","throat_with_pathogen_03","throat_with_pathogen_02","throat_with_pathogen_01","throat_non_pathogen_04","throat_non_pathogen_03","throat_non_pathogen_02","throat_non_pathogen_01","SI041_2","SI041_1","SI041","SI037","SI035","SI034","SI032","SI030","SI029","SI023","SI021","SI019","SI018","SI010","SI008","SI007","SI006","SI005","SI004","SI003","SI002","SI001","CSI005","CSI004","CSI003","CSI002","CSI001"
"58","Porphyromonas gingivalis",98.948060486522,NA,NA,NA,NA,NA,NA,99.2331369739426,NA,NA,NA,NA,NA,NA,99.2233009708738,99.2878338278932,99.341816586222,NA,NA,NA,NA,99.5268138801262,99.163179916318,99.4157272477316,99.3299937382592,99.2555831265509,97.5609756097561,100,NA,98.4615384615385,97.1428571428571,100,100,98.9445910290237,100,98.8584474885845,98.8372093023256,99.3951745447374,100,99.4987468671679,99.2565055762082,99.2050874403816,98.8721804511278,100,100,99.4407158836689,100,NA
"59","Burkholderia thailandensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.1535117822009,99.0897269180754,NA,NA,NA,NA,99.537037037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Mycobacterium gordonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5575221238938,99.2653232577666,98.9031770045386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Streptococcus gordonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9672977624785,99.3717437940546,99.0582800284293,99.0753582986593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Mycobacteroides chelonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.023761282004,99.1803278688525,NA,NA,99.0553745928339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Gordonia bronchialis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.0117774468661,98.9730046948357,NA,NA,NA,99.3857493857494,98.7667984189723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Corynebacterium propinquum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.8897700237906,98.9872068230277,98.959371194509,NA,NA,98.9193597716383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Kingella kingae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.8512349224584,98.7717195925704,NA,NA,NA,NA,NA,98.8025545502927,98.8527097902098,98.786895379385,NA,98.7597211048539,NA,99.2443324937028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Bordetella holmesii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.8223938223938,98.9025695931477,NA,NA,NA,98.8709677419355,98.7469806763285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Haemophilus haemolyticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.665878578063,98.5159620362381,98.6360911270983,98.6146095717884,NA,NA,NA,NA,98.8113496932515,98.6811481768813,98.7054178263965,100,98.5941525708525,98.9772727272727,98.6276365603029,NA,98.9351403678606,97.9522184300341,NA,98.6403571942964,98.7891550408002,98.8743274023702,97.7591036414566,98.4197530864197,98.6997968432568,98.4557030615009,98.5649695301749,98.3761840324763,98.6244841815681,100,NA,100,100,98.4276729559748,NA
"68","Listeria monocytogenes",98.67222479543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.5766758494031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Neisseria gonorrhoeae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.4655821552888,98.6377765587859,98.5136074426563,NA,NA,NA,NA,NA,98.4531886024423,98.1489841986456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.4019440415812,NA,NA,NA,NA,NA,98.2826948480845,98.8873435326843,NA
"70","Leptotrichia buccalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3890954151177,98.5627595017566,NA,98.5537190082645,NA,98.3833619210978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Sphingomonas paucimobilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.2154187817259,98.2887700534759,NA,98.6073266727218,NA,NA,98.6981443699602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Erysipelothrix rhusiopathiae",98.3330469152775,NA,NA,NA,NA,NA,NA,98.4356058419442,NA,NA,NA,NA,NA,NA,NA,NA,98.4464008285862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Gardnerella vaginalis",98.2267257758075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.5235567352356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Ureaplasma parvum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.6297539149888,98.0728051391863,NA,NA,98.3698650749862,98.4182935647144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Mycobacteroides abscessus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.1398139813981,98.2396750169262,NA,NA,98.2394626116483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Streptococcus equinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.1692613835889,98.0954865640491,98.1327800829876,98.1080465010258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Parvimonas micra",98.2104509663565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8900547445255,98.1269510926119,98.1378963261198,97.7282288599074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Streptococcus intermedius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.2634730538922,98.0893105849582,97.6938502673797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Enterobacter cloacae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.0014241633041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Neisseria meningitidis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.0025608194622,98.3569238185787,98.1236203090508,NA,NA,NA,NA,NA,97.8519497686715,97.6403207331042,NA,NA,NA,NA,NA,NA,98.527865404837,NA,NA,NA,NA,NA,NA,NA,NA,98.0595980595981,97.7945809703844,NA,NA,NA,NA,97.7331272539928,97.8645066273932,97.7869986168741,NA
"81","Prevotella melaninogenica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.9569093610698,97.8802222679564,97.9166666666667,97.9860378685149,97.8994271164863,97.9694019471488,NA,NA,97.8591160220994,97.7627471383975,NA,98.0728051391863,98.1116025859136,NA,NA,97.8471683475562,NA,NA,NA,NA,98.0024318221296,NA,NA,98.1926473608544,NA,97.8773269050489,NA
"82","Pseudomonas fluorescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.6238968092329,98.3101662578359,NA,97.7001703577513,97.9787042050171,97.9124989127598,97.9434126885205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Pediococcus acidilactici",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.783702716214,97.4483596597813,NA,97.9742489270386,98.0630961115187,98.2727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Streptococcus suis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.4386339381003,97.2545757071547,97.3682764683259,NA,NA,NA,NA,96.165191740413,97.3430427081283,96.4962901896125,97.2928784782267,96.1038961038961,100,100,98.0392156862745,NA,100,97.9591836734694,NA,98.9795918367347,98.9583333333333,97.4358974358974,100,97.2956574499437,100,97.8378378378378,98.2456140350877,96.5909090909091,98.5714285714286,97.6744186046512,97.6027397260274,97.3762336516088,94.2857142857143,99.0476190476191
"85","Clostridioides difficile",97.9789022520276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8235522736106,97.8818737270876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Haemophilus influenzae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8124032607574,98.0843570140022,97.901156344052,97.9736842105263,NA,NA,NA,NA,97.2879399884593,97.9478588629463,97.7771622463818,97.6303317535545,97.6954120645709,100,97.8624242211865,97.8598581220629,97.65625,97.7853492333901,98.989898989899,96.7391304347826,97.7077363896848,98.5221674876847,98.4234234234234,98.4276729559748,98.2151710461081,97.8328173374613,98.048399687744,97.9115297366604,97.4421864050455,96.8379446640316,96.5116279069768,97.8260869565217,95.6521739130435,97.6154992548435,97.2222222222222
"87","Corynebacterium pseudodiphtheriticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.3515472539727,97.5863700899196,97.7560975609756,NA,NA,97.8723404255319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Neisseria flavescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.609896709104,97.837566004526,97.6355247981546,NA,NA,NA,NA,NA,97.5663716814159,97.717184527584,NA,97.1428571428571,NA,NA,NA,NA,NA,97.808925924142,97.7234869516935,NA,NA,NA,NA,NA,NA,97.1944840703757,NA,NA,NA,NA,NA,97.7367109634552,NA,NA,NA
"89","Mycobacteroides immunogenum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.5155279503106,97.4396953025815,NA,NA,97.7929584866001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Enterococcus faecalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.5394079200308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Legionella anisa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.6925254813137,96.8986384266263,NA,97.6947722122372,97.737003058104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Neisseria lactamica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.3153018895203,97.6876556385628,97.3374448754932,NA,NA,NA,NA,NA,97.7038425492034,97.3649058894961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Cronobacter sakazakii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.4673202614379,97.4552572706935,NA,NA,NA,NA,97.3633856716754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Capnocytophaga leadbetteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.4874371859297,97.8085783854654,NA,NA,NA,NA,97.836916622968,98.0631704410012,80,98.0358909142292,100,100,NA,NA,98.5915492957747,97.803650094399,NA,NA,NA,NA,NA,97.9820992676973,NA,97.9448471713624,100,NA,97.6744186046512,NA,NA,98.2630272952854,98.0648944487881,98.0112621892597,NA
"95","Streptococcus pneumoniae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.1961569255404,95.584612469206,96.701030927835,93.6929460580913,NA,NA,NA,NA,98.0574555403557,98.2432432432432,98.075156393543,98.2169390787518,NA,NA,NA,98.0920997978567,NA,NA,NA,NA,NA,NA,98.2345982345982,NA,NA,NA,98.1452392460126,NA,NA,NA,NA,NA,NA,98.1510453705021,NA
"96","Prevotella intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.0103092783505,97.1837747019762,97.1719038817005,97.2992700729927,NA,NA,NA,NA,96.9138448349764,97.27385377943,97.3684210526316,97.1648440664237,96.8025298664793,96.7407407407407,96.9173088939804,97.910447761194,96.6666666666667,96.4125560538117,96.7581047381546,97.1065296179668,97.0650316614735,98.3695652173913,97.7168949771689,97.5,97.0731707317073,97.5438596491228,97.3776223776224,97.0802341660727,97.2559366754617,97.432239657632,97.5308641975309,97.3019517795637,97.2663139329806,96.5250965250965,94.5652173913043
"97","Corynebacterium striatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3791402396054,NA,NA,NA,NA,96.2264150943396,96.4731416169289,97.1859221859222,NA,NA,97.1581316826111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Bacteroides fragilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.0544662309368,96.9462169553327,NA,NA,NA,NA,97.1428571428571,96.9483568075117,94.2857142857143,96.9702817445002,95.985401459854,96.7173087357569,97.6744186046512,96.3576158940397,97.8234582829504,98.6394557823129,98.6842105263158,96.614236203679,96.7679343607939,95.5555555555556,96.6666666666667,NA,99.0291262135922,96.5753424657534,96.8566259611036,96.8115581018807,96.8619246861925,NA,NA,96.9429097605893,96.5261695229273,96.8063872255489,NA
"99","Staphylococcus epidermidis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.752425137073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Pasteurella multocida",96.144578313253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.0306430729391,96.6201602985454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Finegoldia magna",96.5491372843211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.2856563471678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Serratia marcescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.0791682324941,96.2447001817081,96.5876367824918,NA,NA,96.4935295160433,96.3792685880358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Hafnia alvei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.8057395143488,95.9733671528218,NA,NA,NA,97.1337579617834,96.1832061068702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Corynebacterium jeikeium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.9260814783704,96.5984930032293,96.2896874230864,NA,NA,96.2393827400635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Bordetella petrii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.1902074220404,96.2573699051525,NA,NA,NA,96.084799278304,96.0146109190529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Raoultella planticola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6955293335549,96.771978021978,96.0895228726021,95.973377703827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Streptococcus oralis",NA,97.7907946119082,NA,NA,NA,NA,NA,NA,97.7401040595891,NA,NA,NA,NA,97.8406793368378,97.5941422594142,97.4162011173184,98.008138787749,NA,NA,NA,NA,94.3823862716529,93.495145631068,94.8073897080249,94.6964815053486,NA,NA,NA,NA,94.8220064724919,94.9240121580547,NA,94.8053843523515,NA,NA,NA,NA,94.8462277751081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Gemella morbillorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.7411711779261,94.7194719471947,95.8677082572826,96.8944099378882,NA,NA,NA,NA,95.7809503515875,95.2400835073069,95.808810415552,NA,95.584612469206,95.421686746988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Streptococcus pyogenes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6578517793013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Proteus vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.4879328436516,95.8185296529106,NA,NA,95.6245350645838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Streptococcus mitis",NA,NA,NA,NA,97.4844544940644,NA,NA,NA,NA,NA,NA,NA,NA,97.9041335144576,98.01261829653,97.8983568972105,97.7912755383766,NA,NA,NA,NA,95.0020999580008,95.5407483341876,95.2283671384795,94.909461566135,NA,NA,NA,95.1537036157172,NA,94.9405228416671,NA,94.955823085667,NA,94.9271079882755,94.925063299102,94.7549899080511,94.8973787377969,94.8882374496152,95.0501182074344,94.8590381426202,94.9596889473383,94.9917948094572,NA,95.0768796727324,NA,94.9581192085137,94.8424319244722
"112","Klebsiella oxytoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.7482993197279,95.7040572792363,95.3901300433478,NA,95.4202077431539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
